ID,target
0094edcdb,2933168.28511181
00950141c,2078746.24664339
009566ef1,2728820.48140083
0095c81d4,2015343.98651799
0097a6ed4,2181002.91116434
0098fef9a,1522191.74916181
009b321ec,3016318.75055955
009cd681e,2430874.11759737
009f34f86,2015343.98651799
009f35cd3,1667384.21869008
009f65109,2571957.08303698
00a19014a,1388414.46589879
00a27e76a,1397337.50421674
00a3b6ef7,1914086.70776221
00a427603,2623953.21313194
00a6dc8be,2031826.06929777
00a811734,6937482.55796046
00a8f58a7,5245994.49915541
00aaae151,2015343.98651799
00ab17f67,2126737.2900025
00ac2d3a5,1914086.70776221
00adab1b6,1725092.92164027
00aef0d56,1228570.7972232
00b0b06c4,1724048.98209057
00b0e2303,1856416.28592642
00b1fbbc9,973770.281239599
00b43e0c1,2470777.24448478
00b7190a8,2927871.614486
00b722e1b,1941507.59506751
00bba815f,1929457.48584286
00bbb1c42,2460731.13053215
00bc2b665,2118441.52565105
00bc35689,2271252.71647
00be23f52,2208425.48896874
00be24ac5,2432453.04534251
00bfd0f70,1513889.0217038
00c02f73e,2797471.58010325
00c08e5b3,1329120.70257129
00c8690ff,2198839.80124883
00c8df4d5,2891152.11677467
00c8e30de,2031826.06929777
00ca3fb04,2044299.56450613
00cabf621,1775940.28418952
00cb48ae3,1543294.75711841
00cb6b147,2112952.10785961
00cc91a22,2793420.37420919
00cd65e9d,1906461.8759989
00cd7d6a8,1842541.23863088
00cdc1483,1775940.28418952
00ce9bea5,2384216.37824739
00cea0091,3198830.73480277
00cea68c6,2040586.53820523
00d5a5975,2460731.13053215
00d80a3a4,8466997.00112537
00d9f3864,934659.282962708
00da4bd31,1832349.01333958
00df4dd77,4183954.34669594
00e1a55bf,1587226.36312774
00e332971,2118441.52565105
00e5b6b1b,2031826.06929777
00e85d5e3,2015343.98651799
00e90abfa,1333898.07742754
00e9708b4,1914086.70776221
00e9c680f,5746440.0077738
00eaa4394,2015343.98651799
00eae8832,2185049.80062104
00ebefdc0,2206298.11589039
00ecbcb1b,2152595.66886632
00ed49382,2547194.37655143
00ed87564,4781147.38821205
00ef96cfd,300173.184419047
00efe7ca3,2231367.97020389
00f36aa18,1710693.16102521
00f3fb071,2261572.95726327
00f43f548,3050923.81854882
00f4d58ec,1463616.55533718
00f56e106,2995483.81652471
00f84d8c2,1817485.07877657
00f92953b,1587226.36312774
00fa1d469,6508623.95167591
00ff96f49,1842790.12526919
0100ce0d8,2460731.13053215
0102ea9e1,1693883.47535854
0104b3af3,2358262.64803715
010672441,1173347.31531054
010771ca5,4781147.38821205
0108aea9f,1587226.36312774
010a479e1,2273521.82535709
010d0a2dd,2872386.83733445
010e3cea2,2015343.98651799
010e5417b,2170312.69180253
01108a561,328624.278798927
0110cca98,1980133.46528551
011449698,2118441.52565105
0114795f0,2573383.95944676
011626c20,5167474.7521124
0117c8f27,1650142.81277057
0117dcb47,1282974.20894334
0118c34be,1734173.38236075
0119efcb9,2862072.50582245
011a58e13,2015343.98651799
011b7902b,3305556.65319826
011ca122e,3389367.02283729
012053244,1481026.32536614
0122a258e,1312235.09962876
0122a4305,1826377.38758927
01230d8ba,1173347.31531054
012414f4e,4183954.34669594
012452125,1683366.42116133
0124529b5,812683.351933862
012556288,2917642.1047272
01257c24c,2196101.37443906
01258b972,1604920.95548502
0125b64db,2167361.87940655
01295ef92,2377549.22027343
012a2752f,2742891.58186411
012b6ba95,2056282.31390852
012b96b58,2242744.49027662
012e881b9,2041099.79367104
012f25e94,4183954.34669594
012fa70bb,1384158.06760181
01304fc0a,2167361.87940655
013230913,2261572.95726327
01336ceb8,1880351.75089099
0133b85e7,1671697.77369696
0136f8766,2634908.0200096
0137356b9,2015343.98651799
013750184,1305476.59765346
013a3f07c,2634908.0200096
013cc1c13,1806284.5390694
013e96334,1366634.57966497
013fae0b1,1929740.6787985
014076343,2061883.54965744
0140ea0ba,2742891.58186411
0143ee127,759351.308292791
014461014,1891328.81631968
01446634f,743032.356095238
014729fb2,4386913.34282971
014749c88,3032173.71040861
014787fc1,2319832.03448597
014a6143c,1695392.85618746
014af25cd,1995290.07094484
014b5797e,5245994.49915541
014badcb1,1887144.86200766
014c523b1,6937482.55796046
014e55fdb,2460731.13053215
014ea0456,2408341.13708254
0151cc525,2041099.79367104
015409983,2358262.64803715
015411bfe,2376961.64699809
01560b792,351420.308417354
0157b07da,2358262.64803715
01587bbbc,2014832.33055813
0158ba234,2358262.64803715
01590d52a,912251.502226659
015a40790,2484106.99139918
015b07817,1385480.1913259
015fc3313,2794292.93088406
01604ee4b,4183954.34669594
016054375,1604619.93799511
01642dec0,1878579.70891066
0166ab5ea,1914086.70776221
016b405be,1604920.95548502
016bdc940,4781147.38821205
016c31d1a,419044.61350626
016d290da,3344687.55525834
016decdd2,2246991.5182774
016ee1214,5245994.49915541
016efef23,5245994.49915541
016f60448,4183954.34669594
017029678,1574783.42199974
01704d4ca,2301096.09206184
0172638ce,2015343.98651799
0173e6be5,6937482.55796046
0174ed320,1235477.75679776
017623c5c,2358262.64803715
017a4044f,2517555.84249179
017a6c7f9,1914086.70776221
017ae7ac3,2142392.34563583
017b80d83,2680980.73311188
017d9f1a4,2328112.86340846
017e22e34,2867131.89812976
017e9a902,6508623.95167591
0180f14e9,2460731.13053215
018148c57,2057792.51500075
018166b42,2418798.31176439
0181a6d0e,1596253.23474894
018283661,2015343.98651799
0183f9b32,1587226.36312774
0186cbba4,1552336.77552858
0188bc86f,2358262.64803715
01890383f,3190411.24839409
018965366,1914086.70776221
0189c8ab0,2078746.24664339
018d514a2,2167361.87940655
018d765bb,1670041.11219196
018dbbe73,1729764.1753805
018de39ca,2015343.98651799
018fd935f,6937482.55796046
018ffc9fa,2551898.83776751
019372984,1578614.27391653
01937e592,1616977.2832188
019381521,1966387.65016702
01952e574,1530766.04098288
019540ad9,6937482.55796046
01955815c,2575434.50839915
0196be03d,1775940.28418952
01978c738,2015343.98651799
0197f607c,2426079.90751874
01980e862,1173347.31531054
019823615,2797471.58010325
019ab3785,4781147.38821205
019c0d544,2742891.58186411
019c5ad1d,2118441.52565105
019cff829,4183954.34669594
019ed3e51,2015343.98651799
019fd88df,1748182.5876774
01a0a9e06,1887144.86200766
01a1f927c,2358262.64803715
01a4d6c6c,747717.685585864
01a697820,2147944.35960413
01a72cedb,965855.898815324
01a900d08,2425666.96210837
01a960c35,1858820.64563388
01aa854be,1463616.55533718
01ab08b6a,1348668.72264925
01ad8126b,1817485.07877657
01af69076,5245994.49915541
01aff9a04,2061883.54965744
01b128a94,1933130.35546363
01b1e697f,2167361.87940655
01b3159e1,1711108.11984809
01b342719,2713644.38192085
01b375dad,6937482.55796046
01b6d93e9,1991358.14610194
01b6e8722,1587226.36312774
01b728f6c,2862072.50582245
01b784536,2255079.11831007
01b7d0580,2326721.28059246
01b7defea,1155552.27530427
01b80bb3c,2066895.24443031
01b8c1484,2358262.64803715
01bbb0d76,1710693.16102521
01bc848d9,2415419.25370275
01bd8211e,1698017.34617036
01bdda11d,2231367.97020389
01be390b4,1929740.6787985
01be6122c,3250891.99915013
01c1d1fb0,1897618.02193314
01c33d5d2,1441469.85479505
01c34e2ff,1463683.06979112
01c362322,2243814.77389948
01c553e1a,2003072.54198725
01c65531d,2673883.13101252
01c6933d0,6462796.15705035
01c74c797,4781147.38821205
01c7eafe8,2078746.24664339
01c81cd35,4685857.35784046
01c898445,3109125.46135041
01c9fd3a7,1587226.36312774
01ca7113f,1173347.31531054
01cb0f6ea,3062648.95110458
01cc582f5,604136.563955679
01cca8141,3181602.83245226
01cef01a2,1220980.28126043
01d10e85d,2173431.72157723
01d193713,4047213.09279509
01d2fecbe,1340309.60828563
01d38c28f,2408341.13708254
01d396bc2,2015343.98651799
01d7bfe15,2181658.65297431
01d8282f2,2167361.87940655
01d94bd22,4386913.34282971
01da2afeb,2460731.13053215
01db02cda,2074860.71785111
01dd4ee95,1237396.57321352
01dd8785b,1626691.62224676
01dff0d9c,1929740.6787985
01e04a9fb,1533332.16598769
01e06a9f0,1455345.61247969
01e1970fb,2412721.0959364
01e1ee7f9,2031826.06929777
01e37465e,1163232.50638962
01e38e47e,1710693.16102521
01e6618b1,4781147.38821205
01e8de681,4386913.34282971
01e9513b2,1455345.61247969
01ea633f5,2517555.84249179
01eba0824,1623126.34531825
01eca1d02,2575434.50839915
01ed1f78a,2814728.31246057
01ee29ec7,5245994.49915541
01eed81f9,1977974.51548496
01ef1d226,2528419.24709064
01f0030e3,1639175.43665184
01f15fad3,1887144.86200766
01f330ffe,2128654.29747045
01f39eb1e,1959195.31190135
01f44549a,1730358.09607214
01f5a652b,1714545.16108799
01f889c84,1803220.19824119
01fa9c31e,1693883.47535854
01fd4e7e9,1950368.72691843
01fde1134,2332721.52055664
01ff14471,2447357.14673303
01ffa7fbe,2575434.50839915
02001f60c,1695392.85618746
0201ea0a0,2061883.54965744
0201fe232,2015343.98651799
020699f8e,2222968.91735495
0206a24ce,2343848.32347734
0206bfd06,4781147.38821205
020741219,1750690.55679509
020816bdb,1896583.47942271
0209a7570,2412721.0959364
0209bf7b8,1649508.15156924
0209d2fd2,2680980.73311188
020b294bd,1710693.16102521
020b5b442,1669908.24620603
020bd2d15,2015343.98651799
020eaebb2,2229833.1641163
020ed0585,2377549.22027343
020f67b89,2927871.614486
02118146a,1530766.04098288
0211c154c,2517555.84249179
0211f9abc,2298280.84684359
021257ae5,4781147.38821205
02135d6ab,2080219.39326999
02170db23,1789519.17053184
02180e987,1382785.83661678
0218218c1,5746440.0077738
0218cd3d7,2585887.25071768
0219f8398,2277913.3516908
021aee575,1173506.92052743
021bd4dca,2041099.79367104
021da9216,1265397.3056141
021ebd418,1587226.36312774
021fd795a,1662638.9473362
02223cd36,2327804.70683872
0223c16c1,1914086.70776221
022678dd2,2697632.27665895
022792b0a,3195723.59403701
022804284,2261572.95726327
0228aa82d,2184038.05885227
0229e75c4,1775940.28418952
022a8c2f7,2383206.20747556
022cb2631,2328361.26919243
0230d4064,5486517.66819859
023377ebc,1689290.01033487
02342e4f7,2529633.63191419
0235e2eab,1950253.6139845
023990ec3,1587226.36312774
023ac9a3c,2118441.52565105
023b81381,2031826.06929777
023fa6bf0,2371319.93291413
024078072,1461108.7905469
0241d1cc7,2135766.77036378
0241dbd70,2586738.5827146
02423aea3,1630759.38190314
0242e62ca,1983647.41237739
024306e5d,1720290.41731356
0244ca2e6,1587226.36312774
0245590f8,604014.539548602
0246d6ee2,2166231.6523739
024739c7d,2061883.54965744
024766f47,1986177.55263261
024813220,1564939.15402803
024890eac,2604077.99446612
024c65d46,1725102.0724206
024c8f9db,1587416.81617316
024cbb5b4,1604451.55291663
024d9058c,2496076.3452984
024fe32af,2152754.15646847
025045845,2873832.21749158
0250eb809,2519843.7130527
025179e5e,2517555.84249179
02537cf5e,2412721.0959364
0254223d8,4781147.38821205
0256c0b0e,7960980.32927947
025774ca3,3018186.71451264
025786cb9,2358262.64803715
0257e2b97,1862187.31603154
025994da9,1817485.07877657
025a2f31f,1710693.16102521
025a544da,2015343.98651799
025a96ed9,1982166.44238534
025abdc92,3035996.37037662
025ba7d70,1887144.86200766
025c222b3,2412721.0959364
025c7bb5f,1887144.86200766
025e5d770,2131101.80785228
02635ccad,2031826.06929777
02648787c,2368526.23831431
026756d03,1957154.29082994
0267a271c,2389625.39695674
02681ecec,1650142.81277057
02697d7c3,2352265.33979817
0269a6f71,2927871.614486
0269d314c,2167361.87940655
0269dba28,1632101.75676223
026a61d88,1125837.53054469
026aeaa2c,2078746.24664339
026b02a83,2015343.98651799
026baed22,2278153.67303391
026c4e17b,1775940.28418952
026c5991c,2585887.25071768
026cf59d9,1560162.38599873
026cfc392,525444.167507715
0270a390f,1990873.78855712
0270be3af,2126737.2900025
0270e156b,1728883.19737662
027124809,2066088.74547051
0272c405a,2738262.19453287
027400cb8,2450476.71740604
0274ce8b8,1743268.88866814
027769b10,2118441.52565105
0277d96d0,2377549.22027343
027a21566,6937482.55796046
027c75423,3185115.96865408
027cc80a8,2319754.84577382
027d5aea6,2443595.87600566
02865c5ec,1665707.6759143
0287280ba,2976762.64193626
02898064e,2408341.13708254
028988631,2045990.06060511
028a5c0d4,2532970.68637589
028da53a4,2559279.77182025
028ee267a,2118441.52565105
0292f2fc5,1950253.6139845
02975edfa,2118441.52565105
029a9db2e,2015343.98651799
029b14b56,2014832.33055813
029bbe7d3,2347403.29917681
029c1e398,1208163.89911303
029da4b41,1421381.09559322
02a0c1918,2564508.91465776
02a2a1bdf,2041099.79367104
02a2c00e0,1710693.16102521
02a31514c,2015343.98651799
02a3dc04d,2807983.1076098
02a565b91,1826377.38758927
02ac98fd5,2797471.58010325
02adff31a,6937482.55796046
02affe93a,2015343.98651799
02afff518,1995290.07094484
02b000198,971406.504757825
02b0b4bae,2358262.64803715
02b0c3fdb,2431577.86904081
02b220cf1,1914086.70776221
02b25ade0,6937482.55796046
02b413bb1,2671885.08056658
02b4aaba1,5099037.6636743
02b67ff32,1966880.24009337
02b71a6b2,3133373.51276871
02b79188f,1896235.20179639
02b8961fc,2491412.61147041
02b96ff6c,2281325.84083698
02bad4594,2658425.13795194
02bbd7b9d,2383045.76219066
02bcf8e90,2370865.42138451
02bde66d2,2160237.6067755
02bfe3c59,2556109.78150357
02c119238,1929740.6787985
02c16cb74,1822465.97112759
02c475e65,2432453.04534251
02c4d224b,2517555.84249179
02c6d9700,1513889.0217038
02c74523d,3144844.32802624
02c7c5e05,1929740.6787985
02c8a1f80,469163.904788704
02c8c7175,2797471.58010325
02c91d25d,2041099.79367104
02ce4321f,1639322.57678531
02cfae275,2148530.59206849
02d07cb78,4410919.6664005
02d147e50,2015343.98651799
02d173c38,1998488.10016395
02d1a1e82,2797471.58010325
02d2dc64c,1729764.1753805
02d3dcc5a,3269521.195696
02d67ed4c,2567273.14164751
02d682de1,2091829.54592719
02d72b46d,2027656.02023375
02da114c7,1773635.63958533
02da41c7e,2106324.02110901
02dad771a,2255079.11831007
02db2bb9a,300173.184419047
02dc20d11,2387059.76137374
02dc3b94d,1463683.06979112
02dd17f6f,2377549.22027343
02deaaed6,1493387.9803001
02dfd3b7c,1273042.24110206
02e0b923c,4781147.38821205
02e23559a,1710693.16102521
02e2acbaa,1708974.28542525
02e5349d9,1058694.62378719
02e6bbef5,2334796.48198949
02e7849bb,1710693.16102521
02e80faad,1929740.6787985
02eaec8f8,1604920.95548502
02edb9180,6462796.15705035
02ee21874,6937482.55796046
02ef3cdc7,2078746.24664339
02f18ce31,2517555.84249179
02f20fa4a,2061883.54965744
02f492e98,2412721.0959364
02f7d06a3,1775940.28418952
02f8c9d39,2115692.9059555
02f928f97,3250891.99915013
02f97eb4f,1650142.81277057
02f9cc844,2575434.50839915
02f9f46ac,1368352.70061452
02fb07a76,684462.31429791
02fb4683c,2468917.71651834
02fd708e8,2517555.84249179
03026bfdd,1985727.00056005
0304186ba,2408341.13708254
03052941a,2643194.25527124
030553c29,1783325.5173046
0306f5c13,1710693.16102521
03078adf4,2015343.98651799
030a2297c,1237396.57321352
030b9a986,1941277.94190055
030bbd54c,1578614.27391653
030d81f86,1970613.13108576
03101eca5,2634908.0200096
0311bb483,2966256.45366821
03121027c,3432728.50082222
0312ea7f8,1818116.78575526
0313323d7,2337615.73088073
03148fa17,2327965.32219329
0314aa65d,5301464.95364707
03156f66a,1658286.15846365
031775c5a,2261572.95726327
0317cd26f,1431575.37006862
0317dc1c8,1351398.42504831
031959763,1747946.23995615
031961e5e,1587226.36312774
031a6f52d,2862072.50582245
031af41a0,2015343.98651799
031be3013,2444233.11302498
031c054a3,2003072.54198725
031e02d13,2232639.6915093
031fe6025,1914086.70776221
03226e167,4907642.64476427
032313121,2463956.02768438
03252fdf8,2019454.26529213
0325ef5e3,2551746.5539061
03278afaa,2187181.14540801
0329abefe,2202466.14299917
032b82f0c,4781147.38821205
032cb3413,2292549.47248169
032f7abe9,2314627.81964648
032fd3cf7,2118441.52565105
033135e05,5486517.66819859
03316e7c8,2091829.54592719
0333c53fa,752909.979985463
033611b09,6937482.55796046
033656403,2012184.28262703
0337427ab,4781147.38821205
0338d1fb6,2358262.64803715
033948435,5899964.69215196
033b70fcb,2015343.98651799
033d3323b,2377549.22027343
033db5f65,1070885.11068026
0341af76c,1767429.03652191
03434b4b4,2517555.84249179
0344e4977,3133373.51276871
0346fb76b,3428945.3521702
034ad33d6,5572983.35271355
034af5dae,1533986.94778235
034b70bda,2015343.98651799
034f2607b,499736.687973628
034f28339,2292549.47248169
034fb173b,1820348.97192092
03504923d,4685857.35784046
035226e6e,1887328.82336431
035585d5c,2740963.20548101
035643e2b,1513889.0217038
0356dfccd,2680980.73311188
0356fc880,2118441.52565105
03578cd16,1608534.78641642
0358c22f6,1958302.07837222
035a91cf2,4781147.38821205
035b789d2,1662915.47523798
03610ecc7,2015343.98651799
03656e62f,2875562.80906208
0365b7b3a,2142405.01663335
0365f0a9f,2575434.50839915
0367cb231,2118441.52565105
03687090c,2575434.50839915
036b2dd1e,1998488.10016395
036f3dd40,1761625.29214457
03700787a,4781147.38821205
03705c6ef,2358262.64803715
03722e7be,6508623.95167591
037248721,2134294.72959738
037269293,2362627.9748469
03782136e,2015343.98651799
03796cf0e,3038106.56975281
037dc14e7,1817485.07877657
037ec2166,6937482.55796046
037f61da3,6937482.55796046
0380c62db,4781147.38821205
03857cb43,2412721.0959364
0387bf802,2044973.82921307
038838fee,1531046.14588828
0388b0dc1,2432136.95383008
038ad1732,2061883.54965744
038b7c09a,2922613.96990023
038c061e1,6937482.55796046
038da9843,6508623.95167591
038ded2fe,2226454.60947033
038f623c2,2255079.11831007
039105297,1710693.16102521
0391c19bf,2634908.0200096
0393e0694,4781147.38821205
03949736d,6937482.55796046
03959e9a9,2559619.08012081
03968aeb0,1402421.65058912
039a844b4,1707736.55973318
039e289ac,2085806.24595523
03a062fbb,2616525.03434966
03a4623d5,2358262.64803715
03a546322,2061883.54965744
03a5c6003,1369571.04723606
03a5f4351,1710693.16102521
03a81c915,3038948.21147451
03aaf818c,1711108.11984809
03ab8fc70,3027923.6219896
03aea7af1,2481440.41824637
03b10328e,2015343.98651799
03b27dded,2358262.64803715
03b46ad5d,1864308.61451743
03b4b4a3e,1455345.61247969
03b67d81b,4781147.38821205
03b6c19da,2118441.52565105
03b835ca7,2862072.50582245
03b882553,2135766.77036378
03b99b5f9,2153886.9969944
03b9a2af2,2606261.5943819
03baf448a,2685317.35726883
03bedbe9d,2057792.51500075
03bfd20b9,1775940.28418952
03bfe3bc5,1360779.80878228
03c18ac69,1987207.83428045
03c27a2bf,1335867.40353406
03c760f76,2482910.67818946
03c8caae7,2472744.22813371
03c9a65f8,1707736.55973318
03cdb39c1,1829209.72656045
03d4bd5b8,1980133.46528551
03d73e9c5,2133597.54002918
03d854501,2995483.81652471
03d893c26,2078746.24664339
03da7d69e,2116289.89200787
03db05222,1348668.72264925
03dc6875e,1253980.3205862
03dfb0bd7,711769.234734836
03e09458b,2408341.13708254
03e10ddf7,2731138.9819389
03e28b99f,1588606.72200566
03e58b888,2041099.79367104
03e592e94,1995290.07094484
03e755a97,2814728.31246057
03e78798a,4047213.09279509
03e823704,2517555.84249179
03e882a88,2412721.0959364
03e897c29,2358262.64803715
03ebad6bc,2015343.98651799
03ebf5ecf,834320.186572264
03ec3ab4e,941851.924240283
03ec5eed1,2695912.94148396
03ed5c911,2636860.11387496
03ed976ab,2460731.13053215
03ef34c90,1550425.93966519
03f203cfa,1658955.33002943
03f3c8c46,1902590.39629107
03f492c31,1348331.59088448
03f5b5e4a,1364667.11680051
03f6822ee,2797471.58010325
03f6de512,1257988.01346045
03f73ef0e,2709535.80263784
03f74f010,2802060.72003639
03f82bc6c,3250891.99915013
03fa0306c,1710693.16102521
03fc7fa27,2391461.02884299
03fe6e716,2513136.80229007
03ffe3f49,2862072.50582245
04023973e,2161062.43925809
04042f2d4,2319754.84577382
04045c3a4,2118441.52565105
0404fb8e2,1710693.16102521
0406e6e47,3272700.08843218
040951939,2927871.614486
0409890f8,4183954.34669594
040ca2949,2116325.59594383
040f6b98c,2087724.72197327
040fb51e2,1986107.1272223
0411c1468,2702906.58856186
04127fa80,2061883.54965744
0412f421d,1775940.28418952
041346d0f,2015343.98651799
04137899d,5377169.35100016
0419a598f,1914086.70776221
041abacf2,1490639.05496648
041ac253e,1118478.32456473
041ae628c,1914086.70776221
041b2eaa1,1115268.43312559
041d211ec,1571629.89143596
041d6aa88,2178457.7393999
041e0fa5a,1778170.41838378
041fec996,1827986.05704721
042091615,2019827.49016387
0423774bc,2634908.0200096
04245c9ab,1914086.70776221
0425713aa,640196.361545517
042576594,2181002.91116434
04258a134,2358262.64803715
04290d6e3,1839025.36513052
0429ef94f,4386913.34282971
042acad39,1695392.85618746
042b75b8b,2764106.61938975
042b8215b,4813289.93150433
04305a384,1493993.28931944
04314d3a3,1991917.09011546
04315db05,3055277.24267483
04345543a,2128992.80264744
043593500,2634908.0200096
0436f2c86,1828386.99727417
04370ab18,2118441.52565105
0437281f5,2802973.9232302
0438dc28d,2460731.13053215
043be1af1,1291175.99411031
043c23fbe,612707.66758088
043dce29d,2358262.64803715
043e4b825,2412721.0959364
043f5244b,875076.868502807
043fd2e42,4386913.34282971
0441a98fe,2983398.15859787
044541178,2118441.52565105
04457b1e5,2124374.36315626
04462ec86,4781147.38821205
044683ae6,1784177.68646642
0448aa36f,2460731.13053215
0449d0137,1522395.89832093
044b95f86,2249616.76052275
044b97b6c,2015343.98651799
044c7fd20,2041099.79367104
044c8dfd9,2376005.93109374
044d8ee8d,1381751.25217953
044eb2751,1173347.31531054
044efc778,2015343.98651799
045082aa1,1959737.77043706
04518a146,1930792.6645231
045239fe8,483117.689973818
0453a3e09,2253677.32445914
0454417ec,2878358.66373377
0454de019,2061883.54965744
04562691c,1858820.64563388
0458a04a0,2319832.03448597
045901f6a,2999159.44219878
045986d3a,2118441.52565105
045bce540,1325171.5366974
045ce5b8c,2211377.01641524
046021d41,1854250.13206194
0462e36a5,2797471.58010325
046526fe2,2061883.54965744
04655596d,2240539.54818114
04658f5b6,2124374.36315626
046692f4b,1792388.97319694
046868511,2271774.78997542
046892828,1173347.31531054
046b3d7ef,4340884.78147448
046c924e3,1490892.07056555
046e2664e,1998488.10016395
046e3b5b4,5245994.49915541
046f20f0d,2118441.52565105
047157871,1710693.16102521
04722b965,1914086.70776221
0478dd0a3,2334796.48198949
0479371c3,2517555.84249179
047ac78ea,2131101.80785228
0481e6914,468572.087525877
04822e352,2575434.50839915
0483111ba,2358262.64803715
0483794aa,2325784.52165555
048443c83,2358262.64803715
04847c5ea,2015343.98651799
048658031,2061883.54965744
048694692,889071.306605517
048712c35,1107180.90372107
048b1b81c,2575434.50839915
048def5ee,2118441.52565105
048e4e5ce,2432453.04534251
049036175,5377169.35100016
04905d5d0,2418798.31176439
0490bce2f,1775940.28418952
0492364a6,1945903.23229392
0493c1057,2034587.57681689
0494cbc16,2280068.77283111
049670925,2118441.52565105
04998f537,2000984.02171321
04999528c,1604920.95548502
049a35c33,2074860.71785111
049a8e3e5,1852266.68052446
049ab0d4d,2188099.63623087
049b66c17,1497442.59786972
049e17289,1543491.64968337
049e7e088,2539083.49504479
04a049e48,1665110.27461418
04a095504,4386913.34282971
04a105753,1710693.16102521
04a231167,1919648.68721578
04a3c6d21,1314452.51044372
04a5a539f,2328361.26919243
04a746dc8,1914086.70776221
04a992add,1628354.6793953
04a9e4aeb,2612825.85230892
04aa2e15a,2901847.88931481
04aa6b5fc,2751340.85521848
04ab00450,1173347.31531054
04ab1de8e,4781147.38821205
04ad57b6d,4183954.34669594
04ae21348,2113763.73783254
04af5fa34,2050315.99907941
04afeb8ac,2800157.76945159
04b0e1550,1120517.33584779
04b1ca833,1946667.40232111
04b2cb591,1710693.16102521
04b2d3d86,2015343.98651799
04b432011,710862.15686338
04b44859f,2523552.37662806
04b56ec7a,1693883.47535854
04b7f99d1,2825894.82433978
04b9581f6,2575434.50839915
04b98c616,1400253.39335636
04b993254,1845179.50557772
04ba2dd27,1015673.73856957
04bfe03f9,2377549.22027343
04c147ebb,1420466.3119922
04c1c0844,4183954.34669594
04c1c5c42,1298680.27197592
04c26c79a,1891703.42707018
04c361aa2,2298490.2609031
04c458cd8,1639396.13427387
04c59d3cd,2147944.35960413
04c5e1daf,2575434.50839915
04c82f4d9,2271419.3728075
04c84a436,1533332.16598769
04c9f9d02,2181002.91116434
04d0d5de5,1695392.85618746
04d1b813d,1297259.43347795
04d3f5d25,2031826.06929777
04d4c2c11,4183954.34669594
04d57e1a7,2182778.32776693
04d908feb,2897852.28844774
04d9847b7,2015343.98651799
04da1b767,1992919.60903731
04dd95d2a,1658286.15846365
04e249294,1958302.07837222
04e2ae28a,1933133.24448249
04e475e3c,2990003.33209612
04e66db1f,1724048.98209057
04e766b04,2015343.98651799
04eabddee,2061883.54965744
04ef0742f,1173347.31531054
